,LDM Object,Field,Field Type,Field Type Refer To,Field Type Details,Overwrites,Default Value,Avaloq Path,Field Description,Internal ID,User ID,Refers to,Cardinality,Mandatory,Group ID
3475,Account,Responsible Person Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_person(btfg$obj_bp.bp#dec_est_resp_id).name,Name,acc$bp_block_resp_name,BP_BLOCK_RESP_NAME,,1,-,
3476,Account,Transaction Limit,Avaloq Structured Addition,to_be_found_out,,,,obj_bp.extn.btfg$trx_limit,,acc$trx_limit,TRX_LIMIT,,n,-,
3477,Account,Document Detail,Avaloq Structured Addition,to_be_found_out,,,,obj_bp.extn.btfg$docm_det,,acc$docm_det,DOCM_DET,,1,-,
3478,Account,Document ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_bp.extn.btfg$docm_det.bp_docm_list.docm_id,,acc$docm,DOCM_ID,docm,1,-,
3479,Account,Document Sign Date,Avaloq DDIC Date,date,Compiles to a date,,,obj_bp.extn.btfg$docm_det.bp_docm_list.sign_date,,acc$docm_sign_date,DOCM_SIGN_DATE,,1,-,
3480,Account,Document Refer to Person ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_bp.extn.btfg$docm_det.bp_docm_list.refers_to_person_id,,acc$docm_refer_person,DOCM_REFER_PERSON_ID,person,1,-,
3481,Account,MP Preference,Avaloq Structured Addition,to_be_found_out,,,,obj_bp.extn.btfg$mp_pref,,acc$mp_pref,MP_PREF,,1,-,
3482,Account,Eligible Service Date,Avaloq DDIC Date,date,Compiles to a date,,,btfg$obj_bp.bp#sa_esp_start_date,,acc$sa_esp_start_date,SA_ESP_START_DATE,,1,-,
3483,Account,Superannuation Tax Free component,Avaloq DDIC Number,numeric,Compiles to a pls_integer or number,,,obj_bp.au_tax_bp.sa_tax_pot.tax_free,Superannuation Tax-Free,acc$sa_tax_free_compo,SA_TAX_FREE_COMPO,,1,-,
3484,Account,Superannuation Taxable (Taxed) component,Avaloq DDIC Number,numeric,Compiles to a pls_integer or number,,,obj_bp.au_tax_bp.sa_tax_pot.txbl,Superannuation Taxable (Taxed),acc$sa_txbl_compo,SA_TXBL_COMPO,,1,-,
3485,Account,Superannuation Preserved,Avaloq DDIC Number,numeric,Compiles to a pls_integer or number,,,obj_bp.au_tax_bp.sa_psv_pot.psv,Superannuation Preserved,acc$sa_psv,SA_PSV,,1,-,
3486,Account,Superannuation Restricted Non-Preserved,Avaloq DDIC Number,numeric,Compiles to a pls_integer or number,,,obj_bp.au_tax_bp.sa_psv_pot.rnpsv,Superannuation Restricted Non-Preserved,acc$sa_rnpsv,SA_RNPSV,,1,-,
3487,Account,Superannuation Unrestricted Non-Preserved,Avaloq DDIC Number,numeric,Compiles to a pls_integer or number,,,obj_bp.au_tax_bp.sa_psv_pot.unpsv,Superannuation Unrestricted Non-Preserved,acc$sa_unpsv,SA_UNPSV,,1,-,
3488,Account,Pension Commencement Date,Avaloq DDIC Date,date,Compiles to a date,,,obj_bp.au_sa_bp.curr_pens.commence_date,Commencement Date,acc$pens_commence_date,PENS_COMMENCE_DATE,,1,-,
3489,Account,Pension Purchase Price,Avaloq DDIC Number,numeric,Compiles to a pls_integer or number,,,obj_bp.au_sa_bp.curr_pens.purch_price,Pension Purchase Price,acc$pens_purch_price,PENS_PURCH_PRICE,,1,-,
3490,Account,Pension Annual Minimum Amount,Avaloq DDIC Number,numeric,Compiles to a pls_integer or number,,,btfg$obj_bp.bp#curr_val_bp,,acc$acc_bal,PENS_ANNU_MIN_AMT,,1,-,
3491,Account,Pension Annual Minimum Amount,Avaloq DDIC Number,numeric,Compiles to a pls_integer or number,,,obj_bp.au_sa_bp.curr_pens.curr.annu_min_amount,Annual Minimum Amount,acc$pens_annu_min_amt,PENS_ANNU_MIN_AMT,,1,-,
3492,Account,Pension Annual Maximum Amount,Avaloq DDIC Number,numeric,Compiles to a pls_integer or number,,,obj_bp.au_sa_bp.curr_pens.curr.annu_max_amount,Annual Maximum Amount,acc$pens_annu_max_amt,PENS_ANNU_MIN_AMT,,1,-,
3493,Account,Concessional Cap Amount,Avaloq DDIC Number,numeric,Compiles to a pls_integer or number,,,btfg$ui_au_tax.cap_type#amount,,acc$sa_conc_cap,SA_CONC_CAP,,1,-,
3494,Account,Non-Concessional Cap Amount,Avaloq DDIC Number,numeric,Compiles to a pls_integer or number,,,btfg$ui_au_tax.cap_type#amount,,acc$sa_nconc_cap,SA_NCONC_CAP,,1,-,
3495,Account,Non-Concessional Cap Amount,Avaloq DDIC Number,numeric,Compiles to a pls_integer or number,,,btfg$ui_au_tax.buc#sa_cap_type_id,,acc$sa_cap_type,SA_CAP_TYPE,,1,-,
3496,Account,Authorities,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_bp.bp_person_rel_list,Returns a list of all bp-person relations having the current business partner as source,acc$auth,AUTH,person,n,+,688
3497,Account,Authorities ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_bp.bp_person_rel_list.trg_obj_id,Returns the target object of the relation. The target object is always a person.,acc$auth_person,AUTH_PERSON_ID,person,n,+,688
3498,Account,Authorities Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.bp_person_rel_list.trg_obj.name,Name,acc$auth_person_name,AUTH_PERSON_NAME,,n,+,688
3499,Account,Authority Transaction Type Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.bp_person_rel_list.auth_det.auth_trx_type.name,,acc$auth_txn_type_name,AUTH_TXN_TYPE_NAME,,n,+,688
3500,Account,Authority Role Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.bp_person_rel_list.auth_det.auth_role.name,,acc$auth_role_name,AUTH_ROLE_NAME,,n,+,688
3501,Account,Authority Transaction Type ID,Avaloq Code Table,to be written,,,,obj_bp.bp_person_rel_list.auth_det.auth_trx_type_id,Authorised Transaction Type,acc$auth_txn_type,AUTH_TXN_TYPE_ID,code_auth_trx_grp,n,+,688
3502,Account,Authority Role ID,Avaloq Code Table,to be written,,,,obj_bp.bp_person_rel_list.auth_det.auth_role_id,Legitimation,acc$auth_role,AUTH_ROLE_ID,code_auth_role,n,+,688
3503,Account,Container,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_bp.cont_list,List of containers. One of the two paramters 'incl_vostri' or 'incl_nostri' must be true to return any container.,acc$cont_list,CONT_LIST,cont,n,+,690
3504,Account,Container Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_bp.cont_list.name,Name,acc$cont_name,CONT_NAME,,n,+,690
3505,Account,Container ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_bp.cont_list.id,,acc$cont,CONT_ID,cont,n,+,690
3506,Account,Centrelink Relevant Number,Avaloq DDIC Number,numeric,Compiles to a pls_integer or number,,,obj_bp.au_sa_bp.curr_pens.curr.ctrlink_relv_num,Relevant Number - CentreLink,acc$ctrlink_relv_num,CTRLINK_RELV_NUM,,1,-,
3507,Account,Pension Eligibility Option ID,Avaloq Code Table,to be written,,,,obj_bp.extn.btfg$bp_clt_onb_det.pens_elglbty_opt_id,,acc$pens_elglbty_opt_id,PENS_ELGLBTY_OPT_ID,btfg$code_pens_elig_opt,1,-,
3508,Account,Pension Condition of Release ID,Avaloq Code Table,to be written,,,,obj_bp_au_tax.curr.sa_cond_of_release_id,,acc$pens_cond_of_rel_id,PENS_COND_OF_REL_ID,code_au_sa_cond_of_release,1,-,
3510,Account,Object ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj.id,,obj$obj_id,OBJ_ID,obj,1,+,
3511,Account,Alpha-numeric sort value,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj.sort_alpha,Alpha-numeric sort value,obj$sort_alpha,SORT_ALPHA,,1,-,
3512,Account,Close Date,Avaloq DDIC Date,date,Compiles to a date,,,obj.close_date,Closing date,obj$close_date,CLOSE_DATE,,1,+,
3513,Account,Open Date,Avaloq DDIC Date,date,Compiles to a date,,,obj.open_date,Opening date,obj$open_date,OPEN_DATE,,1,+,
3516,Address,Address,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_addr.id,,addr$addr_id,ADDR_ID,addr,1,+,
3517,Address,Address Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_addr.addr#name,,addr$addr_name,ADDR_NAME,,1,-,
3518,Address,Address Type ID,Avaloq Code Table,to be written,,,,obj_addr.addr_type_id,Address type,addr$addr_type,ADDR_TYPE_ID,code_addr_type,1,+,
3519,Address,Address Medium,Avaloq Code Table,to be written,,,,obj_addr.addr_medium.name,,addr$addr_medium_name,ADDR_MEDIUM_NAME,code_addr_medium,1,-,
3520,Address,Address Kind ID,Avaloq Code Table,to be written,,,,obj_addr.addr_kind_id,,addr$addr_kind,ADDR_KIND_ID,code_addr_kind,1,+,
3521,Address,Address Kind Name,Avaloq Code Table,to be written,,,,obj_addr.addr_kind.name,,addr$addr_kind_name,ADDR_KIND_NAME,code_addr_kind,1,-,
3522,Address,Address Medium ID,Avaloq Code Table,to be written,,,,obj_addr.addr_medium_id,,addr$addr_medium,ADDR_MEDIUM_ID,code_addr_medium,1,+,
3523,Address,Address Type Name,Avaloq Code Table,to be written,,,,obj_addr.addr_type.name,,addr$addr_type_name,ADDR_TYPE_NAME,code_addr_type,1,-,
3525,Address,Object ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj.id,,obj$obj_id,OBJ_ID,obj,1,+,
3526,Address,Alpha-numeric sort value,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj.sort_alpha,Alpha-numeric sort value,obj$sort_alpha,SORT_ALPHA,,1,-,
3527,Address,Close Date,Avaloq DDIC Date,date,Compiles to a date,,,obj.close_date,Closing date,obj$close_date,CLOSE_DATE,,1,+,
3528,Address,Open Date,Avaloq DDIC Date,date,Compiles to a date,,,obj.open_date,Opening date,obj$open_date,OPEN_DATE,,1,+,
3531,Postal Address,Is Mailing Address,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_addr.addr#is_mail_addr,,addr_postal$is_mail,IS_MAIL,,1,+,
3532,Postal Address,Floor Type Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_addr.floor_type.name,,addr_postal$floor_type_name,FLOOR_TYPE_NAME,,1,-,
3533,Postal Address,Country,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,btfg$obj_country.addr#country,,addr_postal$country,COUNTRY,country,1,+,
3534,Postal Address,Care of,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_addr.crof,Care of,addr_postal$care_of,CARE_OF,,1,-,
3535,Postal Address,Street Number,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_addr.addr#street_nr,,addr_postal$street_nr,STREET_NR,,1,-,
3536,Postal Address,Street Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_addr.addr#street,,addr_postal$street_name,STREET_NAME,,1,-,
3537,Postal Address,City,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_addr.addr#city,,addr_postal$city,CITY,,1,-,
3538,Postal Address,State ID_,Avaloq Code Table,to be written,,,,obj_addr.state_id_,State,addr_postal$state_id_,STATE_ID_,code_country_state,1,-,
3539,Postal Address,State Name,Avaloq Code Table,to be written,,,,obj_addr.state_.name,,addr_postal$state_,STATE_,code_country_state,1,-,
3540,Postal Address,Is State ID Set Automatically,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,obj_addr.state_a,Is state_id set automatically,addr_postal$state_a,STATE_A,,1,-,
3541,Postal Address,State,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_addr.state,State,addr_postal$state,STATE,,1,-,
3542,Postal Address,Zip,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_addr.addr#postcode,,addr_postal$zip,ZIP,,1,-,
3543,Postal Address,Unit Number,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_addr.addr#unit_nr,,addr_postal$unit_nr,UNIT_NR,,1,-,
3544,Postal Address,Floor Number,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_addr.addr#floor_nr,,addr_postal$floor_nr,FLOOR_NR,,1,-,
3545,Postal Address,Street Type ID,Avaloq Code Table,to be written,,,,btfg$obj_addr.addr#street_type_id,,addr_postal$street_type,STREET_TYPE_ID,code_street_type,1,-,
3546,Postal Address,Street Type Name,Avaloq Code Table,to be written,,,,obj_addr.street_type.name,,addr_postal$street_type_name,STREET_TYPE_NAME,code_street_type,1,-,
3547,Postal Address,Building Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_addr.addr#bldg_name,,addr_postal$bldg_name,BLDG_NAME,,1,-,
3548,Postal Address,PO Box,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_addr.addr#po_box_nr,,addr_postal$po_box,PO_BOX,,1,-,
3549,Postal Address,Post Office Box Type ID,Avaloq Code Table,to be written,,,,btfg$obj_addr.addr#po_box_type_id,,addr_postal$po_box_type,PO_BOX_TYPE_ID,code_po_box_type,1,-,
3550,Postal Address,Post Office Box Type Name,Avaloq Code Table,to be written,,,,obj_addr.po_box_type.name,,addr_postal$po_box_type_name,PO_BOX_TYPE_NAME,code_po_box_type,1,-,
3551,Postal Address,Modification Sequence Number (Optimistic Locking),Avaloq DDIC Number,numeric,Compiles to a pls_integer or number,,,btfg$obj_addr.addr#modi_seq_nr,,addr_postal$modi_seq_nr,MODI_SEQ_NR,,1,+,
3552,Postal Address,Unit Type ID,Avaloq Code Table,to be written,,,,btfg$obj_addr.addr#unit_type_id,,addr_postal$unit_type,UNIT_TYPE_ID,code_unit_type,1,-,
3553,Postal Address,Unit Type Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_addr.unit_type.name,,addr_postal$unit_type_name,UNIT_TYPE_NAME,,1,-,
3554,Postal Address,Floor Type ID,Avaloq Code Table,to be written,,,,btfg$obj_addr.addr#floor_type_id,,addr_postal$floor_type,FLOOR_TYPE_ID,code_floor_type,1,-,
3555,Postal Address,Is Domicile Address,Avaloq DDIC Boolean,bool,Compiles to a varchar2(1) or boolean,,,btfg$obj_addr.addr#is_domi_addr,,addr_postal$is_domi,IS_DOMI,,1,+,
3557,Postal Address,Address,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_addr.id,,addr$addr_id,ADDR_ID,addr,1,+,
3558,Postal Address,Address Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_addr.addr#name,,addr$addr_name,ADDR_NAME,,1,-,
3559,Postal Address,Address Type ID,Avaloq Code Table,to be written,,,,obj_addr.addr_type_id,Address type,addr$addr_type,ADDR_TYPE_ID,code_addr_type,1,+,
3560,Postal Address,Address Type Name,Avaloq Code Table,to be written,,,,obj_addr.addr_type.name,,addr$addr_type_name,ADDR_TYPE_NAME,code_addr_type,1,-,
3561,Postal Address,Address Kind ID,Avaloq Code Table,to be written,,,,obj_addr.addr_kind_id,,addr$addr_kind,ADDR_KIND_ID,code_addr_kind,1,+,
3562,Postal Address,Alpha-numeric sort value,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj.sort_alpha,Alpha-numeric sort value,obj$sort_alpha,SORT_ALPHA,,1,-,
3563,Postal Address,Address Medium ID,Avaloq Code Table,to be written,,,,obj_addr.addr_medium_id,,addr$addr_medium,ADDR_MEDIUM_ID,code_addr_medium,1,+,
3564,Postal Address,Address Medium,Avaloq Code Table,to be written,,,,obj_addr.addr_medium.name,,addr$addr_medium_name,ADDR_MEDIUM_NAME,code_addr_medium,1,-,
3565,Postal Address,Object ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj.id,,obj$obj_id,OBJ_ID,obj,1,+,
3566,Postal Address,Open Date,Avaloq DDIC Date,date,Compiles to a date,,,obj.open_date,Opening date,obj$open_date,OPEN_DATE,,1,+,
3567,Postal Address,Close Date,Avaloq DDIC Date,date,Compiles to a date,,,obj.close_date,Closing date,obj$close_date,CLOSE_DATE,,1,+,
3568,Postal Address,Address Kind Name,Avaloq Code Table,to be written,,,,obj_addr.addr_kind.name,,addr$addr_kind_name,ADDR_KIND_NAME,code_addr_kind,1,-,
3571,Electronical Address,Electronic Address,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_addr.addr#addr_el,,addr_elec$elec_addr,ELEC_ADDR,,1,+,
3573,Electronical Address,Address,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_addr.id,,addr$addr_id,ADDR_ID,addr,1,+,
3574,Electronical Address,Address Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_addr.addr#name,,addr$addr_name,ADDR_NAME,,1,-,
3575,Electronical Address,Address Type ID,Avaloq Code Table,to be written,,,,obj_addr.addr_type_id,Address type,addr$addr_type,ADDR_TYPE_ID,code_addr_type,1,+,
3576,Electronical Address,Address Type Name,Avaloq Code Table,to be written,,,,obj_addr.addr_type.name,,addr$addr_type_name,ADDR_TYPE_NAME,code_addr_type,1,-,
3577,Electronical Address,Address Kind ID,Avaloq Code Table,to be written,,,,obj_addr.addr_kind_id,,addr$addr_kind,ADDR_KIND_ID,code_addr_kind,1,+,
3578,Electronical Address,Alpha-numeric sort value,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj.sort_alpha,Alpha-numeric sort value,obj$sort_alpha,SORT_ALPHA,,1,-,
3579,Electronical Address,Address Medium ID,Avaloq Code Table,to be written,,,,obj_addr.addr_medium_id,,addr$addr_medium,ADDR_MEDIUM_ID,code_addr_medium,1,+,
3580,Electronical Address,Address Medium,Avaloq Code Table,to be written,,,,obj_addr.addr_medium.name,,addr$addr_medium_name,ADDR_MEDIUM_NAME,code_addr_medium,1,-,
3581,Electronical Address,Object ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj.id,,obj$obj_id,OBJ_ID,obj,1,+,
3582,Electronical Address,Open Date,Avaloq DDIC Date,date,Compiles to a date,,,obj.open_date,Opening date,obj$open_date,OPEN_DATE,,1,+,
3583,Electronical Address,Close Date,Avaloq DDIC Date,date,Compiles to a date,,,obj.close_date,Closing date,obj$close_date,CLOSE_DATE,,1,+,
3584,Electronical Address,Address Kind Name,Avaloq Code Table,to be written,,,,obj_addr.addr_kind.name,,addr$addr_kind_name,ADDR_KIND_NAME,code_addr_kind,1,-,
3587,Asset,Asset,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_asset.id,,asset$asset,ASSET_ID,asset,1,+,
3588,Asset,Asset Class Group Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_asset.extn.btfg$asset_class_grp.name,,asset$asset_class_grp_name,ASSET_CLASS_GRP_NAME,,1,+,
3589,Asset,Asset Type,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,btfg$obj_asset.asset#type_id,,asset$asset_type,ASSET_TYPE_ID,,1,+,
3590,Asset,Asset Type Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,btfg$obj_asset.asset#type,,asset$asset_type_name,ASSET_TYPE_NAME,,1,+,
3591,Asset,Australian Tax Asset Type ID,Avaloq Code Table,to be written,,,,obj_asset.au_tax_asset.hist.asset_type_id,,asset$au_tax_asset_type,AU_TAX_ASSET_TYPE_ID,code_au_tax_asset_type,1,-,
3592,Asset,Australian Tax Asset Type Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_asset.au_tax_asset.hist.asset_type.name,,asset$au_tax_asset_type_name,AU_TAX_ASSET_TYPE_NAME,,1,-,
3593,Asset,Australian Tax Asset Sub Type ID,Avaloq Code Table,to be written,,,,obj_asset.au_tax_asset.hist.sub_type_id,,asset$au_tax_asset_sub_type,AU_TAX_ASSET_SUB_TYPE_ID,code_au_tax_asset_sub_type,1,-,
3594,Asset,Australian Tax Asset Sub Type Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_asset.au_tax_asset.hist.sub_type.name,,asset$au_tax_asset_sub_type_name,AU_TAX_ASSET_SUB_TYPE_NAME,,1,-,
3595,Asset,Asset Domicile ID,LDM Object,btfg$code_ldm_obj,Logical Data Model Object,,,obj_asset.au_tax_asset.hist.asset_domi_id,,asset$asset_domi,ASSET_DOMI_ID,country,1,-,
3596,Asset,Asset Domicile Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_asset.au_tax_asset.hist.asset_domi.name,,asset$asset_domi_name,ASSET_DOMI_NAME,,1,-,
3597,Asset,Taxable Australian Property (TAP) ID,Avaloq Code Table,to be written,,,,obj_asset.au_tax_asset.hist.tap_id,,asset$tap,TAP_ID,code_au_tax_asset_tap,1,-,
3598,Asset,Taxable Australian Property (TAP) Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_asset.au_tax_asset.hist.tap.name,,asset$tap_name,TAP_NAME,,1,-,
3599,Asset,Tax Period Override ID,Avaloq Code Table,to be written,,,,obj_asset.au_tax_asset.hist.period_ovr_id,,asset$period_ovr,PERIOD_OVR_ID,code_au_tax_asset_period_ovr,1,-,
3600,Asset,Tax Period Override Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_asset.au_tax_asset.hist.period_ovr.name,,asset$period_ovr_name,PERIOD_OVR_NAME,,1,-,
3601,Asset,Captial Gain Tax Relevant ID,Avaloq Code Table,to be written,,,,obj_asset.au_tax_asset.hist.cgt_relv_id,,asset$cgt_relv,CGT_RELV_ID,code_au_tax_asset_cgt_relv,1,-,
3602,Asset,Captial Gain Tax Relevant Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_asset.au_tax_asset.hist.cgt_relv.name,,asset$cgt_relv_name,CGT_RELV_NAME,,1,-,
3603,Asset,Franking Credit Relevant ID,Avaloq Code Table,to be written,,,,obj_asset.au_tax_asset.hist.fc_relv_id,,asset$fc_relv,FC_RELV_ID,code_au_tax_asset_fc_relv,1,-,
3604,Asset,Franking Credit Relevant Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_asset.au_tax_asset.hist.fc_relv.name,,asset$fc_relv_name,FC_RELV_NAME,,1,-,
3605,Asset,Franking Credit Holding Period ID,Avaloq Code Table,to be written,,,,obj_asset.au_tax_asset.hist.fc_hldg_period_id,,asset$fc_hldg_period,FC_HLDG_PERIOD_ID,code_au_tax_asset_fc_hld_per,1,-,
3606,Asset,Franking Credit Holding Period Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_asset.au_tax_asset.hist.fc_hldg_period.name,,asset$fc_hldg_period_name,FC_HLDG_PERIOD_NAME,,1,-,
3607,Asset,Tax of Financial Arrangement (TOFA) Type ID,Avaloq Code Table,to be written,,,,obj_asset.au_tax_asset.hist.tofa_type_id,,asset$tofa_type,TOFA_TYPE_ID,code_au_tax_asset_tofa_type,1,-,
3608,Asset,Tax of Financial Arrangement (TOFA) Type Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_asset.au_tax_asset.hist.tofa_type.name,,asset$tofa_type_name,TOFA_TYPE_NAME,,1,-,
3609,Asset,TOFA Timing Method ID,Avaloq Code Table,to be written,,,,obj_asset.au_tax_asset.hist.tofa_tmtd_id,,asset$tofa_tmtd,TOFA_TMTD_ID,code_au_tax_asset_tofa_tmtd,1,-,
3610,Asset,TOFA Timing Method Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_asset.au_tax_asset.hist.tofa_tmtd.name,,asset$tofa_tmtd_name,TOFA_TMTD_NAME,,1,-,
3611,Asset,Investment Capital Gain Relevance ID,Avaloq Code Table,to be written,,,,obj_asset.au_tax_asset.hist.invst_cg_relv_id,,asset$invst_cg_relv,INVST_CG_RELV_ID,code_au_tax_asset_invst_cg_r,1,-,
3612,Asset,Investment Capital Gain Relevance Name,Avaloq DDIC Text,text,Compiles to a varchar2(4000),,,obj_asset.au_tax_asset.hist.invst_cg_relv.name,,asset$invst_cg_relv_name,INVST_CG_RELV_NAME,,1,-,
3613,Asset,WTax Form Relevant,Avaloq Class,code_obj_class,Compiles to a varchar2(2000),,,obj_asset.extn.btfg$wtax_form_relv_id,,asset$wtax_form_relv,WTAX_FORM_RELV_ID,,1,-,
