,System Name,Instance Name,Entity Name,Attribute Name,Owner,Parent,Type,Description,URL,Document Name,XPATH
9187,ABS,LDM,INVESTMENT MANAGER STRUCTURE,SALARY ID,,,Attribute,Salary ID / (ABS Field Type Avaloq DDIC Text),,,
9188,ABS,LDM,INVESTMENT MANAGER STRUCTURE,TAX ADDRESS 1 ID,,,Attribute,(ABS Field Type LDM Object),,,
9189,ABS,LDM,INVESTMENT MANAGER STRUCTURE,TAX ADDRESS 1 NAME,,,Attribute,Last name / (ABS Field Type Avaloq DDIC Text),,,
9190,ABS,LDM,INVESTMENT MANAGER STRUCTURE,TAX ADDRESS 2 ID,,,Attribute,(ABS Field Type LDM Object),,,
9191,ABS,LDM,INVESTMENT MANAGER STRUCTURE,TAX ADDRESS 2 NAME,,,Attribute,Last name / (ABS Field Type Avaloq DDIC Text),,,
9192,ABS,LDM,INVESTMENT MANAGER STRUCTURE,TAX FILE NUMBER,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9193,ABS,LDM,INVESTMENT MANAGER STRUCTURE,WITHHOLDING TAX EXEMPTION ID,,,Attribute,(ABS Field Type Avaloq Code Table),,,
9194,ABS,LDM,INVESTMENT MANAGER STRUCTURE,WITHHOLDING TAX EXEMPTION NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9195,ABS,LDM,INVESTMENT MANAGER STRUCTURE,WOUP,,,Attribute,WOUP / (ABS Field Type Avaloq DDIC Text),,,
9196,ABS,LDM,INVESTMENT POLICY STATEMENT,-,,,Attribute,LDM:btfg$code_ldm_obj.ips,,,
9197,ABS,LDM,INVESTMENT POLICY STATEMENT,ALPHA-NUMERIC SORT VALUE,,,Attribute,Alpha-numeric sort value / (ABS Field Type Avaloq DDIC Text),,,
9198,ABS,LDM,INVESTMENT POLICY STATEMENT,APIR CODE,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9199,ABS,LDM,INVESTMENT POLICY STATEMENT,ASSET CLASS ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9200,ABS,LDM,INVESTMENT POLICY STATEMENT,ASSET CLASS NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9201,ABS,LDM,INVESTMENT POLICY STATEMENT,BUSINESS UNIT,,,Attribute,Business Unit / (ABS Field Type LDM Object),,,
9202,ABS,LDM,INVESTMENT POLICY STATEMENT,CLOSE DATE,,,Attribute,Closing date / (ABS Field Type Avaloq DDIC Date),,,
9203,ABS,LDM,INVESTMENT POLICY STATEMENT,CONSTRUCTION TYPE ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9204,ABS,LDM,INVESTMENT POLICY STATEMENT,CONSTRUCTION TYPE NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9205,ABS,LDM,INVESTMENT POLICY STATEMENT,COUNT OF ADVISERS LINKED TO IPS,,,Attribute,LDM:btfg$code_ldm_obj_fld.ips$avsr_pos_cnt,,,
9206,ABS,LDM,INVESTMENT POLICY STATEMENT,COUNT OF CONTAINERS LINKED TO IPS,,,Attribute,LDM:btfg$code_ldm_obj_fld.ips$clt_cont_cnt,,,
9207,ABS,LDM,INVESTMENT POLICY STATEMENT,CUSTOMER ACCOUNTING,,,Attribute,CUA on which the IPS is linked to / (ABS Field Type LDM Object),,,
9208,ABS,LDM,INVESTMENT POLICY STATEMENT,DIRECT FIELDS,,,Attribute,(ABS Field Type Object),,,
9209,ABS,LDM,INVESTMENT POLICY STATEMENT,FIRST INVESTMENT DATE,,,Attribute,LDM:btfg$code_ldm_obj_fld.ips$invst_date,,,
9210,ABS,LDM,INVESTMENT POLICY STATEMENT,HAS TRIGGERING POSITION IN WORK,,,Attribute,LDM:btfg$code_ldm_obj_fld.ips$secevt2_in_work,,,
9211,ABS,LDM,INVESTMENT POLICY STATEMENT,INHERITED FIELDS,,,Attribute,(ABS Field Type Object),,,
9212,ABS,LDM,INVESTMENT POLICY STATEMENT,INVESTIBLE UNIVERSE (AAL),,,Attribute,LDM:btfg$code_ldm_obj_fld.ips$aal_collect,,,
9213,ABS,LDM,INVESTMENT POLICY STATEMENT,INVESTMENT MANAGER ID,,,Attribute,(ABS Field Type LDM Object),,,
9214,ABS,LDM,INVESTMENT POLICY STATEMENT,INVESTMENT POLICY STATEMENT,,,Attribute,(ABS Field Type LDM Object),,,
9215,ABS,LDM,INVESTMENT POLICY STATEMENT,INVESTMENT POLICY STATEMENT,,,Object,(ABS Field Type Object),,,
9216,ABS,LDM,INVESTMENT POLICY STATEMENT,INVESTMENT POLICY STATEMENT NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9217,ABS,LDM,INVESTMENT POLICY STATEMENT,INVESTMENT STYLE ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9218,ABS,LDM,INVESTMENT POLICY STATEMENT,INVESTMENT STYLE NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9219,ABS,LDM,INVESTMENT POLICY STATEMENT,IPS CHARACTER,,,Attribute,(ABS Field Type Avaloq Structured Addition),,,
9220,ABS,LDM,INVESTMENT POLICY STATEMENT,IPS MANDATE,,,Attribute,(ABS Field Type Avaloq Structured Addition),,,
9221,ABS,LDM,INVESTMENT POLICY STATEMENT,IPS PARAMETER,,,Attribute,(ABS Field Type Avaloq Structured Addition),,,
9222,ABS,LDM,INVESTMENT POLICY STATEMENT,IPS SYMBOLIC KEY,,,Attribute,avaloq standard key. / (ABS Field Type Avaloq DDIC Text),,,
9223,ABS,LDM,INVESTMENT POLICY STATEMENT,IPS TYPE ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9224,ABS,LDM,INVESTMENT POLICY STATEMENT,IPS TYPE NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9225,ABS,LDM,INVESTMENT POLICY STATEMENT,IS FULL SCAN,,,Attribute,LDM:btfg$code_ldm_obj_fld.ips$is_full_scan,,,
9226,ABS,LDM,INVESTMENT POLICY STATEMENT,IS WITHHOLDING TAX FORM RELEVANT TO DOMICILE COUNTRY,,,Attribute,LDM:btfg$code_ldm_obj_fld.ips$is_wtax_frm_rlv_asset_domi,,,
9227,ABS,LDM,INVESTMENT POLICY STATEMENT,LAST EDIT USER,,,Attribute,LDM:btfg$code_ldm_obj_fld.ips$last_edit_user,,,
9228,ABS,LDM,INVESTMENT POLICY STATEMENT,LAST MODEL EDIT ORDER,,,Attribute,,,,
9229,ABS,LDM,INVESTMENT POLICY STATEMENT,LAST REBALANCE DATE,,,Attribute,LDM:btfg$code_ldm_obj_fld.ips$last_rebal_date,,,
9230,ABS,LDM,INVESTMENT POLICY STATEMENT,LAST REBALANCE USER,,,Attribute,LDM:btfg$code_ldm_obj_fld.ips$last_rebal_user,,,
9231,ABS,LDM,INVESTMENT POLICY STATEMENT,MANDATE CHECK WEEKDAY ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9232,ABS,LDM,INVESTMENT POLICY STATEMENT,MANDATE CHECK WEEKDAY NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9233,ABS,LDM,INVESTMENT POLICY STATEMENT,MINIMUM CONTRIBUTION AMOUNT,,,Attribute,LDM:btfg$code_ldm_obj_fld.ips$min_contri_amount,,,
9234,ABS,LDM,INVESTMENT POLICY STATEMENT,MINIMUM INITIAL INVESTMENT AMOUNT,,,Attribute,LDM:btfg$code_ldm_obj_fld.ips$min_invst_amount,,,
9235,ABS,LDM,INVESTMENT POLICY STATEMENT,MINIMUM WITHDRAWAL AMOUNT,,,Attribute,LDM:btfg$code_ldm_obj_fld.ips$min_widrw_amount,,,
9236,ABS,LDM,INVESTMENT POLICY STATEMENT,MODEL EDIT DATE,,,Attribute,,,,
9237,ABS,LDM,INVESTMENT POLICY STATEMENT,MODEL STRUCTURE ID,,,Attribute,LDM:btfg$code_ldm_obj_fld.ips$model_struct,,,
9238,ABS,LDM,INVESTMENT POLICY STATEMENT,MP SUB TYPE ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9239,ABS,LDM,INVESTMENT POLICY STATEMENT,MP SUB TYPE NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9240,ABS,LDM,INVESTMENT POLICY STATEMENT,MP TYPE ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9241,ABS,LDM,INVESTMENT POLICY STATEMENT,MP TYPE NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9242,ABS,LDM,INVESTMENT POLICY STATEMENT,OBJECT ID,,,Attribute,(ABS Field Type LDM Object),,,
9243,ABS,LDM,INVESTMENT POLICY STATEMENT,OPEN DATE,,,Attribute,Opening date / (ABS Field Type Avaloq DDIC Date),,,
9244,ABS,LDM,INVESTMENT POLICY STATEMENT,REBALANCE RUN STATUS,,,Attribute,LDM:btfg$code_ldm_obj_fld.ips$rebal_run_status,,,
9245,ABS,LDM,INVESTMENT POLICY STATEMENT,REFERENCE CURRENCY ID,,,Attribute,IPS reference curency / (ABS Field Type LDM Object),,,
9246,ABS,LDM,INVESTMENT POLICY STATEMENT,STATUS ID,,,Attribute,Status / (ABS Field Type Avaloq Code Table),,,
9247,ABS,LDM,INVESTMENT POLICY STATEMENT,STATUS NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9248,ABS,LDM,ISSUER ENTITY,ACCOUNT,,,Attribute,Returns the target object of the relation. The target object is always a person. / (ABS Field Type LDM Object),,,
9249,ABS,LDM,ISSUER ENTITY,ADDRESS ID,,,Attribute,Address type / (ABS Field Type LDM Object),,,
9250,ABS,LDM,ISSUER ENTITY,ALPHA-NUMERIC SORT VALUE,,,Attribute,Alpha-numeric sort value / (ABS Field Type Avaloq DDIC Text),,,
9251,ABS,LDM,ISSUER ENTITY,AML STATUS ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9252,ABS,LDM,ISSUER ENTITY,AML STATUS NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9253,ABS,LDM,ISSUER ENTITY,AUSTRALIAN TAX PERSON RELEVANT ID,,,Attribute,(ABS Field Type Avaloq Code Table),,,
9254,ABS,LDM,ISSUER ENTITY,AUSTRALIAN TAX PERSON RELEVANT NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9255,ABS,LDM,ISSUER ENTITY,AUTHORISED TRANSACTION,,,Attribute,Details of the beneficial ownership entry / (ABS Field Type Avaloq Code Table),,,
9256,ABS,LDM,ISSUER ENTITY,AUTHORISED TRANSACTION TYPE,,,Attribute,Authorised Transaction Type / (ABS Field Type Avaloq Code Table),,,
9257,ABS,LDM,ISSUER ENTITY,AUTHORISED TRANSACTION TYPE NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9258,ABS,LDM,ISSUER ENTITY,AUTHORITY BETWEEN JOB AND ORGANISATIONAL ENTITY,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9259,ABS,LDM,ISSUER ENTITY,AUTHORITY ID BETWEEN JOB AND ORGANISATIONAL ENTITY,,,Attribute,Return OE relation role. / (ABS Field Type Avaloq Code Table),,,
9260,ABS,LDM,ISSUER ENTITY,CAN APPROVE OFFLINE,,,Attribute,(ABS Field Type Avaloq Class),,,
9261,ABS,LDM,ISSUER ENTITY,CIS IDENTIFIER,,,Attribute,CIS Identifier / (ABS Field Type Avaloq DDIC Text),,,
9262,ABS,LDM,ISSUER ENTITY,CLIENT AUTHORITY,,,Attribute,Details of the beneficial ownership entry / (ABS Field Type Avaloq Code Table),,,
9263,ABS,LDM,ISSUER ENTITY,CLIENT AUTHORITY ID OVER ITS ACCOUNT,,,Attribute,Legitimation / (ABS Field Type Avaloq Code Table),,,
9264,ABS,LDM,ISSUER ENTITY,CLIENT AUTHORITY NAME OVER ITS ACCOUNT,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9265,ABS,LDM,ISSUER ENTITY,CLOSE DATE,,,Attribute,Closing date / (ABS Field Type Avaloq DDIC Date),,,
9266,ABS,LDM,ISSUER ENTITY,COUNTRY TAX ID,,,Attribute,(ABS Field Type LDM Object),,,
9267,ABS,LDM,ISSUER ENTITY,COUNTRY TAX NAME,,,Attribute,Name / (ABS Field Type Avaloq DDIC Text),,,
9268,ABS,LDM,ISSUER ENTITY,DIRECT FIELDS,,,Attribute,(ABS Field Type Object),,,
9269,ABS,LDM,ISSUER ENTITY,DISBURSEMENT - ACCOUNT NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9270,ABS,LDM,ISSUER ENTITY,DISBURSEMENT - ACCOUNT NUMBER,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9271,ABS,LDM,ISSUER ENTITY,DISBURSEMENT - BSB,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9272,ABS,LDM,ISSUER ENTITY,DISTIBUTION CHANNEL ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9273,ABS,LDM,ISSUER ENTITY,DISTIBUTION CHANNEL NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9274,ABS,LDM,ISSUER ENTITY,DOCUMENT ACCREDITED ENGLISH TRANSLATION ID,,,Attribute,(ABS Field Type Avaloq Code Table),,,
9275,ABS,LDM,ISSUER ENTITY,DOCUMENT ACCREDITED ENGLISH TRANSLATION NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9276,ABS,LDM,ISSUER ENTITY,DOCUMENT COMMENT,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9277,ABS,LDM,ISSUER ENTITY,DOCUMENT COUNTRY ID,,,Attribute,(ABS Field Type LDM Object),,,
9278,ABS,LDM,ISSUER ENTITY,DOCUMENT COUNTRY NAME,,,Attribute,(ABS Field Type LDM Object),,,
9279,ABS,LDM,ISSUER ENTITY,DOCUMENT DETAIL,,,Attribute,(ABS Field Type Avaloq Structured Addition),,,
9280,ABS,LDM,ISSUER ENTITY,DOCUMENT FULL NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9281,ABS,LDM,ISSUER ENTITY,DOCUMENT ID,,,Attribute,(ABS Field Type LDM Object),,,
9282,ABS,LDM,ISSUER ENTITY,DOCUMENT IDENTIFICATION NUMBER,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9283,ABS,LDM,ISSUER ENTITY,DOCUMENT IP ADDRESS,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9284,ABS,LDM,ISSUER ENTITY,DOCUMENT ISSUER,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9285,ABS,LDM,ISSUER ENTITY,DOCUMENT LIST,,,Attribute,(ABS Field Type Avaloq Structured Addition),,,
9286,ABS,LDM,ISSUER ENTITY,DOCUMENT PUBLIC DOCUMENT TYPE,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9287,ABS,LDM,ISSUER ENTITY,DOCUMENT SIGNATURE DATE,,,Attribute,(ABS Field Type Avaloq DDIC Date),,,
9288,ABS,LDM,ISSUER ENTITY,DOCUMENT SIGNATURE VALID UNTIL,,,Attribute,(ABS Field Type Avaloq DDIC Date),,,
9289,ABS,LDM,ISSUER ENTITY,DOCUMENT STATE ID,,,Attribute,(ABS Field Type Avaloq Code Table),,,
9290,ABS,LDM,ISSUER ENTITY,DOCUMENT STATE NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9291,ABS,LDM,ISSUER ENTITY,DOCUMENT TYPE ID,,,Attribute,(ABS Field Type Avaloq Code Table),,,
9292,ABS,LDM,ISSUER ENTITY,DOCUMENT TYPE NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9293,ABS,LDM,ISSUER ENTITY,DOCUMENT USER,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9294,ABS,LDM,ISSUER ENTITY,FULL NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9295,ABS,LDM,ISSUER ENTITY,FULL NAME AUTO,,,Attribute,Full Name Auto Flag / (ABS Field Type Avaloq DDIC Boolean),,,
9296,ABS,LDM,ISSUER ENTITY,GCM CUSTOMER NUMBER,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9297,ABS,LDM,ISSUER ENTITY,GCM ID,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9298,ABS,LDM,ISSUER ENTITY,GCM ID AUTO,,,Attribute,GCM Identifier / (ABS Field Type Avaloq DDIC Boolean),,,
9299,ABS,LDM,ISSUER ENTITY,HAS PERSON A PARA PLANNER JOB,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9300,ABS,LDM,ISSUER ENTITY,HAS PERSON AN ADVISER ASSISTANT JOB,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9301,ABS,LDM,ISSUER ENTITY,HAS PERSON AN ADVISER JOB,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9302,ABS,LDM,ISSUER ENTITY,IDV STATUS ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9303,ABS,LDM,ISSUER ENTITY,IDV STATUS NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9304,ABS,LDM,ISSUER ENTITY,INHERITED FIELDS,,,Attribute,(ABS Field Type Object),,,
9305,ABS,LDM,ISSUER ENTITY,INTERMEDIARY ENTITY TYPE,,,Attribute,(ABS Field Type Avaloq Class),,,
9306,ABS,LDM,ISSUER ENTITY,INTERMEDIARY ENTITY TYPE ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9307,ABS,LDM,ISSUER ENTITY,INTERMEDIARY ENTITY TYPE NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9308,ABS,LDM,ISSUER ENTITY,INVOLVED PARTY TYPE,,,Attribute,(ABS Field Type Avaloq Class),,,
9309,ABS,LDM,ISSUER ENTITY,INVOLVED PARTY TYPE NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9310,ABS,LDM,ISSUER ENTITY,IS BENEFICIAL OWNER,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9311,ABS,LDM,ISSUER ENTITY,IS BENEFICIARY,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9312,ABS,LDM,ISSUER ENTITY,IS BPAY ALLOWED ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9313,ABS,LDM,ISSUER ENTITY,IS BPAY ALLOWED NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9314,ABS,LDM,ISSUER ENTITY,IS LICENSE ADVICE FEE ACTIVATED,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9315,ABS,LDM,ISSUER ENTITY,IS LINKED ACCOUNTS ALLOWED ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9316,ABS,LDM,ISSUER ENTITY,IS LINKED ACCOUNTS ALLOWED NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9317,ABS,LDM,ISSUER ENTITY,IS MEMBER,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9318,ABS,LDM,ISSUER ENTITY,IS PAY ANYONE ALLOWED ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9319,ABS,LDM,ISSUER ENTITY,IS PAY ANYONE ALLOWED NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9320,ABS,LDM,ISSUER ENTITY,IS PAYABLE PARTY,,,Attribute,(ABS Field Type Avaloq Class),,,
9321,ABS,LDM,ISSUER ENTITY,IS PAYABLE PARTY NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9322,ABS,LDM,ISSUER ENTITY,IS SAFI ACTIVE,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9323,ABS,LDM,ISSUER ENTITY,IS SHAREHOLD,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9324,ABS,LDM,ISSUER ENTITY,IS SILO ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9325,ABS,LDM,ISSUER ENTITY,IS SILO NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9326,ABS,LDM,ISSUER ENTITY,ISSUER ENTITY,,,Object,(ABS Field Type Object),,,
9327,ABS,LDM,ISSUER ENTITY,JOB ID,,,Attribute,(ABS Field Type LDM Object),,,
9328,ABS,LDM,ISSUER ENTITY,OBJECT ID,,,Attribute,(ABS Field Type LDM Object),,,
9329,ABS,LDM,ISSUER ENTITY,OPEN DATE,,,Attribute,Opening date / (ABS Field Type Avaloq DDIC Date),,,
9330,ABS,LDM,ISSUER ENTITY,ORGANISATIONAL ENTITY,,,Attribute,(ABS Field Type LDM Object),,,
9331,ABS,LDM,ISSUER ENTITY,ORGANISATIONAL ENTITY ACTIVE ACCOUNTS,,,Attribute,(ABS Field Type Avaloq DDIC Number),,,
9332,ABS,LDM,ISSUER ENTITY,ORGANISATIONAL ENTITY EBI KEY,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9333,ABS,LDM,ISSUER ENTITY,ORGANISATIONAL ENTITY FUNDS UNDER ADMINISTRATION,,,Attribute,(ABS Field Type Avaloq DDIC Number),,,
9334,ABS,LDM,ISSUER ENTITY,ORGANISATIONAL ENTITY GCM ID,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9335,ABS,LDM,ISSUER ENTITY,ORGANISATIONAL ENTITY KEY,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9336,ABS,LDM,ISSUER ENTITY,ORGANISATIONAL ENTITY NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9337,ABS,LDM,ISSUER ENTITY,ORGANISATIONAL ENTITY OPEN DATE,,,Attribute,(ABS Field Type Avaloq DDIC Date),,,
9338,ABS,LDM,ISSUER ENTITY,ORGANISATIONAL ENTITY PARENT EBI KEY,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9339,ABS,LDM,ISSUER ENTITY,ORGANISATIONAL ENTITY PARENT ID,,,Attribute,(ABS Field Type LDM Object),,,
9340,ABS,LDM,ISSUER ENTITY,ORGANISATIONAL ENTITY PARENT KEY,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9341,ABS,LDM,ISSUER ENTITY,ORGANISATIONAL ENTITY PPID KEY,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9342,ABS,LDM,ISSUER ENTITY,ORGANISATIONAL ENTITY STATUS ID,,,Attribute,(ABS Field Type Avaloq Code Table),,,
9343,ABS,LDM,ISSUER ENTITY,ORGANISATIONAL ENTITY STATUS NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9344,ABS,LDM,ISSUER ENTITY,ORGANISATIONAL ENTITY TYPE ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9345,ABS,LDM,ISSUER ENTITY,ORGANISATIONAL ENTITY TYPE NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9346,ABS,LDM,ISSUER ENTITY,OWNER,,,Attribute,(ABS Field Type LDM Object),,,
9347,ABS,LDM,ISSUER ENTITY,OWNER GCM ID,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9348,ABS,LDM,ISSUER ENTITY,OWNER KEY,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9349,ABS,LDM,ISSUER ENTITY,OWNER NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9350,ABS,LDM,ISSUER ENTITY,OWNER OPEN DATE,,,Attribute,(ABS Field Type Avaloq DDIC Date),,,
9351,ABS,LDM,ISSUER ENTITY,PARTY CHANNEL ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9352,ABS,LDM,ISSUER ENTITY,PARTY CHANNEL NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9353,ABS,LDM,ISSUER ENTITY,PERSON ASSOCIATION ROLE,,,Attribute,List of associated person current person = person_id associated person = person_trg_id / (ABS Field Type Avaloq Code Table),,,
9354,ABS,LDM,ISSUER ENTITY,PERSON ASSOCIATION ROLE ID,,,Attribute,Person Association Role / (ABS Field Type Avaloq Code Table),,,
9355,ABS,LDM,ISSUER ENTITY,PERSON ASSOCIATION ROLE NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9356,ABS,LDM,ISSUER ENTITY,PERSON EXTERNAL ID,,,Attribute,(ABS Field Type LDM Object),,,
9357,ABS,LDM,ISSUER ENTITY,PERSON HAS TFN,,,Attribute,(ABS Field Type Avaloq DDIC Boolean),,,
9358,ABS,LDM,ISSUER ENTITY,PERSON ID,,,Attribute,(ABS Field Type LDM Object),,,
9359,ABS,LDM,ISSUER ENTITY,PERSON KEY,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9360,ABS,LDM,ISSUER ENTITY,PERSON MODIFICATION SEQUENCE NUMBER,,,Attribute,(ABS Field Type Avaloq DDIC Number),,,
9361,ABS,LDM,ISSUER ENTITY,PERSON TYPE ID,,,Attribute,(ABS Field Type Avaloq Code Table),,,
9362,ABS,LDM,ISSUER ENTITY,PERSON TYPE NAME,,,Attribute,(ABS Field Type Avaloq Code Table),,,
9363,ABS,LDM,ISSUER ENTITY,PLANNER ID,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9364,ABS,LDM,ISSUER ENTITY,SA TFN EXEMPTION ID,,,Attribute,(ABS Field Type Avaloq Code Table),,,
9365,ABS,LDM,ISSUER ENTITY,SAFI DEVICE,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9366,ABS,LDM,ISSUER ENTITY,SALARY ID,,,Attribute,Salary ID / (ABS Field Type Avaloq DDIC Text),,,
9367,ABS,LDM,ISSUER ENTITY,TAX ADDRESS 1 ID,,,Attribute,(ABS Field Type LDM Object),,,
9368,ABS,LDM,ISSUER ENTITY,TAX ADDRESS 1 NAME,,,Attribute,Last name / (ABS Field Type Avaloq DDIC Text),,,
9369,ABS,LDM,ISSUER ENTITY,TAX ADDRESS 2 ID,,,Attribute,(ABS Field Type LDM Object),,,
9370,ABS,LDM,ISSUER ENTITY,TAX ADDRESS 2 NAME,,,Attribute,Last name / (ABS Field Type Avaloq DDIC Text),,,
9371,ABS,LDM,ISSUER ENTITY,TAX FILE NUMBER,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9372,ABS,LDM,ISSUER ENTITY,WITHHOLDING TAX EXEMPTION ID,,,Attribute,(ABS Field Type Avaloq Code Table),,,
9373,ABS,LDM,ISSUER ENTITY,WITHHOLDING TAX EXEMPTION NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9374,ABS,LDM,ISSUER ENTITY,WOUP,,,Attribute,WOUP / (ABS Field Type Avaloq DDIC Text),,,
9375,ABS,LDM,LEGAL PERSON,-,,,Attribute,LDM:btfg$code_ldm_obj.person_legal,,,
9376,ABS,LDM,LEGAL PERSON,ABN,,,Attribute,(ABS Field Type Avaloq DDIC Number),,,
9377,ABS,LDM,LEGAL PERSON,ACCOUNT,,,Attribute,Returns the target object of the relation. The target object is always a person. / (ABS Field Type LDM Object),,,
9378,ABS,LDM,LEGAL PERSON,ADDRESS ID,,,Attribute,Address type / (ABS Field Type LDM Object),,,
9379,ABS,LDM,LEGAL PERSON,ALPHA-NUMERIC SORT VALUE,,,Attribute,Alpha-numeric sort value / (ABS Field Type Avaloq DDIC Text),,,
9380,ABS,LDM,LEGAL PERSON,AML STATUS ID,,,Attribute,(ABS Field Type Avaloq Class),,,
9381,ABS,LDM,LEGAL PERSON,AML STATUS NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9382,ABS,LDM,LEGAL PERSON,ASIC NAME,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9383,ABS,LDM,LEGAL PERSON,AUSTRALIAN COMPANY NUMBER,,,Attribute,(ABS Field Type Avaloq DDIC Text),,,
9384,ABS,LDM,LEGAL PERSON,AUSTRALIAN TAX PERSON RELEVANT ID,,,Attribute,(ABS Field Type Avaloq Code Table),,,
