Source System Name,Source Instance Name,Source Entity Name,Source Attribute Name,Target System Name,Target Instance Name,Target Entity Name,Target Attribute Name,Attribute Description,Business Rule,Transformation_Mapping rule,Comments,Mapping Name,Action,Last_Update_Date,Modified_By
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0338_MODIFYINDIVIDUALCUSTOMER_V2_REQUEST,INVOLVEDPARTYID,Involved Partys identifier | XPATH: /modifyIndividualCustomerRequest /individual /involvedPartyIdentifier,Direct,Actual key value|Involved Partys identifier||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0338_MODIFYINDIVIDUALCUSTOMER_V2_REQUEST,ISPREFERRED,This flag indicates whether the alternate name is preferred or not | XPATH: /modifyIndividualCustomerRequest /individual /hasForName /hasAlternateName,Direct,|This flag indicates whether the alternate name is preferred or not|Y|N,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0338_MODIFYINDIVIDUALCUSTOMER_V2_REQUEST,LASTUPDATETIMESTAMP,The last updated date of the individual. In AEST Time. Any offset provided will be ignored. | XPATH: /modifyIndividualCustomerRequest /individual /hasForName /hasAlternateName,Direct,|The last updated date of the individual. In AEST Time. Any offset provided will be ignored.|Current system timestamp|Current system timestamp,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0338_MODIFYINDIVIDUALCUSTOMER_V2_REQUEST,NAME,Alternate name for individual | XPATH: /modifyIndividualCustomerRequest /individual /hasForName /hasAlternateName,Direct,|Alternate name for individual|Alternate name entered via UI|Prior alternate name entered via UI which needs to be deleted,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0338_MODIFYINDIVIDUALCUSTOMER_V2_REQUEST,NOALTERNATENAME,This flag indicates whether the user has alternate name or not. If there is no alternate name existing for the client then only this flag need to be provided with a value Y | XPATH: /modifyIndividualCustomerRequest /individual,Direct,|This flag indicates whether the user has alternate name or not. If there is no alternate name existing for the client then only this flag need to be provided with a value Y||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0338_MODIFYINDIVIDUALCUSTOMER_V2_REQUEST,REQUESTEDACTION,"User will use the requested action of ""Add"" or ""Delete"" for BT Panorama use cases for preferred name changes | XPATH: /modifyIndividualCustomerRequest /individual /hasForName /hasAlternateName",Direct,"|User will use the requested action of ""Add"" or ""Delete"" for BT Panorama use cases for preferred name changes| Add  when the Customer previously didn t have a value| Delete  with the old  hasForName  and  Add  for updated value",,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0338_MODIFYINDIVIDUALCUSTOMER_V2_REQUEST,STARTDATE,The date at which the name was added/modified | XPATH: /modifyIndividualCustomerRequest /individual /hasForName /hasAlternateName,Direct,|The date at which the name was added/modified|Current date|N/A,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0338_MODIFYINDIVIDUALCUSTOMER_V2_REQUEST,VERSIONNUMBER,Modification sequence number | XPATH: /modifyIndividualCustomerRequest /individual /hasForName /hasAlternateName,Direct,|Modification sequence number|N/A|Same as Retrieve,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0338_MODIFYINDIVIDUALCUSTOMER_V2_RESPONSE,/MODIFYINDIVIDUALCUSTOMERRESPONSE/INVOLVEDPARTYIDENTIFIER,Involved Partys global customer master internal system identifier. Entity: Core/Demographics  | XPATH: /modifyIndividualCustomerResponse /customerIdentifier,Direct,For the response which Xpath needs to be used? GCM Internal system identifier Cross Reference from external system CIS or GCIS identifiers |Involved Partys global customer master internal system identifier. Entity: Core/Demographics ||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0338_MODIFYINDIVIDUALCUSTOMER_V2_RESPONSE,CODE,000|00000 | XPATH: /modifyIndividualCustomerResponse /serviceStatus /statusInfo,Direct,This will indicate whether the request was successful or not|000|00000||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0338_MODIFYINDIVIDUALCUSTOMER_V2_RESPONSE,CUSTOMERNUMBER,Customer Z number.  | XPATH: /modifyIndividualCustomerResponse /customerIdentifier,Direct,|Customer Z number. ||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0338_MODIFYINDIVIDUALCUSTOMER_V2_RESPONSE,IDENTIFICATIONSCHEME,Scheme used in generating the identifier.  | XPATH: /modifyIndividualCustomerResponse /customerIdentifier,Direct,|Scheme used in generating the identifier. ||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0338_MODIFYINDIVIDUALCUSTOMER_V2_RESPONSE,INVOLVEDPARTYID,Involved Partys identifier.  | XPATH: /modifyIndividualCustomerResponse /customerIdentifier,Direct,|Involved Partys identifier. ||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0338_MODIFYINDIVIDUALCUSTOMER_V2_RESPONSE,LEVEL,| XPATH: /modifyIndividualCustomerResponse /serviceStatus /statusInfo,Direct,|||,,,,,
Visual Map,Default,PERSON DETAILS_UPDATES TO CLIENT DETAILS,PREFERRED NAME,GESB,IFS,SVC0338_MODIFYINDIVIDUALCUSTOMER_V2_RESPONSE,SOURCESYSTEM,System in which identifier was sourced.  | XPATH: /modifyIndividualCustomerResponse /customerIdentifier,Direct,|System in which identifier was sourced. ||,,,,,
IFS,Default,PERSON REQUEST IFS,ADDR_CATG_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,ADDR_CATG_ID,List of address categories,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,ADDR_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,ADDR_ID,Unique identifier for each address in the Avaloq system.,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,ADDR_KIND_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,ADDR_KIND_ID,Address kind(Preferred contact),Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,ADDR_MEDIUM_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,ADDR_MEDIUM_ID,Address medium (Mobile number| business phone| postal address| PO Box address,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,ADDR_MODI_SEQ_NR,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,ADDR_MODI_SEQ_NR,Address modification sequence number(generated by Avaloq),Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,AML_STATUS_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,AML_STATUS_ID,Field to identify if AML check was completed for the client or not.,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,ANZSIC_DIV_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,ANZSIC_DIV_ID,N/A (only anzsic_industry_id used),Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,ANZSIC_GRP_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,ANZSIC_GRP_ID,N/A (only anzsic_industry_id used),Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,ANZSIC_INDUSTRY_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,ANZSIC_INDUSTRY_ID,ANZSIC Id (Australia and New Zealand Industry classification),Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,ANZSIC_SUBDIV_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,ANZSIC_SUBDIV_ID,N/A (only anzsic_industry_id used),Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,ARTIST_NAME,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,ARTIST_NAME,Preferred name,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,BUILDING_NAME,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,BUILDING_NAME,Blank   Not displayed (As per the Onboarding IFS),Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,COUNTRY_TAX_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,COUNTRY_TAX_ID,Country for tax purposes,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,CTY_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,CTY_ID,Country,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,ELEC_ADDR,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,ELEC_ADDR,Email address| Mobile number based on what the address medium is),Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,FIRST_NAME,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,FIRST_NAME,First name,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,FLOOR_NR,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,FLOOR_NR,Blank   Not displayed (As per the Onboarding IFS),Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,FULL_NAME,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,FULL_NAME,First name + Last name,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,IDV_STATUS_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,IDV_STATUS_ID,Status of identification check: 1)Completed 2) Pending 3) Exemption,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,IS_MAIL,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,IS_MAIL,Flag to identify whether address is a mailing address,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,IS_SAFI_ACTIVE,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,IS_SAFI_ACTIVE,SAFI device active status. This field will be updated by web UI. This field is not mandatory.,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,LAST_NAME,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,LAST_NAME,Last name,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,MIDDLE_NAME,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,MIDDLE_NAME,Middle name,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,PERSON_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,PERSON_ID,Person id who requests an update to person details.,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,PERSON_MODI_SEQ_NR,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,PERSON_MODI_SEQ_NR,Person modification sequence number(generated by Avaloq) with each response,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,PO_BOX,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,PO_BOX,PO box number if the address is a PO Box address,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,PO_BOX_PREF,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,PO_BOX_PREF,PO Box address type,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,REGI_GST_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,REGI_GST_ID,Whether registered for GST or not.,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,REG_ONLINE_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,,Field to identify whether the person is registered online or not,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,SAFI_DEVICE_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,SAFI_DEVICE_ID,Device id updated in Avaloq by ICC during the onboarding process. Cannot be updated by UI directly. This field is not mandatory,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,STATE_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,STATE_ID,State,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,STATE_OTHER,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,STATE_OTHER,State for an international address,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,STREET_NAME,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,STREET_NAME,Street name,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,STREET_NR,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,STREET_NR,Street number,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,STREET_TYPE_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,STREET_TYPE_ID,Street type,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,SUBURB,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,SUBURB,Suburb,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,TFN,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,TFN,TFN number.  Field is used only when a tfn number has to be updated for a person.,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,TFN_EXEMPT_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,TFN_EXEMPT_ID,Tax exemption id if an exemption is chosen.,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,TRUST_REGI_STATE_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,TRUST_REGI_STATE_ID,Registration state for a Trust,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,TRUST_TYPE_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,TRUST_TYPE_ID,Type of trust Registered Managed Investment Scheme|   Regulated Trust|  Government Super Fund or  Other (e.g. family| unit| charitable or estate),Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,UNIT_NR,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,UNIT_NR,Unit no,Direct,,,,,,
IFS,Default,PERSON REQUEST IFS,ZIP,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_PERSON_V1.XSD,ZIP,Zip,Direct,,,,,,
IFS,Default,PERSON SEARCH REQUEST IFS,ACCOUNTANT,ABS Dev,XSD,BTFG$COM.BTFIN.SRCH_LIST_V1.XSD,ACCOUNTANT,Accountant Company Name,Direct,,,,,,
IFS,Default,PERSON SEARCH REQUEST IFS,DEALER_GROUP,ABS Dev,XSD,BTFG$COM.BTFIN.SRCH_LIST_V1.XSD,DEALER_GROUP,Dealer Group to which the user belongs,Direct,,,,,,
IFS,Default,PERSON SEARCH REQUEST IFS,DOMI_STATE,ABS Dev,XSD,BTFG$COM.BTFIN.SRCH_LIST_V1.XSD,DOMI_STATE,Domicile State,Direct,,,,,,
IFS,Default,PERSON SEARCH REQUEST IFS,DOMI_SUBURB,ABS Dev,XSD,BTFG$COM.BTFIN.SRCH_LIST_V1.XSD,DOMI_SUBURB,Domicile Suburb,Direct,,,,,,
IFS,Default,PERSON SEARCH REQUEST IFS,FIRST_NAME,ABS Dev,XSD,BTFG$COM.BTFIN.SRCH_LIST_V1.XSD,FIRST_NAME,First name for the user,Direct,,,,,,
IFS,Default,PERSON SEARCH REQUEST IFS,FULL_NAME,ABS Dev,XSD,BTFG$COM.BTFIN.SRCH_LIST_V1.XSD,FULL_NAME,Full name of the user,Direct,,,,,,
IFS,Default,PERSON SEARCH REQUEST IFS,IS_BENEF,ABS Dev,XSD,BTFG$COM.BTFIN.SRCH_LIST_V1.XSD,IS_BENEF,Flag to indicate whether the user is a beneficiary ,Direct,,,,,,
IFS,Default,PERSON SEARCH REQUEST IFS,LAST_NAME,ABS Dev,XSD,BTFG$COM.BTFIN.SRCH_LIST_V1.XSD,LAST_NAME,Last name of the user,Direct,,,,,,
IFS,Default,PERSON SEARCH REQUEST IFS,MIDDLE_NAME,ABS Dev,XSD,BTFG$COM.BTFIN.SRCH_LIST_V1.XSD,MIDDLE_NAME,Middle name of the user,Direct,,,,,,
IFS,Default,PERSON SEARCH REQUEST IFS,OPEN_DATE,ABS Dev,XSD,BTFG$COM.BTFIN.SRCH_LIST_V1.XSD,OPEN_DATE,Open date of the user,Direct,,,,,,
IFS,Default,PERSON SEARCH REQUEST IFS,ORACLE_USER,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_CUSTR_V2.XSD,ORACLE_USER,Oracle user Id,Direct,,,,,,
IFS,Default,PERSON SEARCH REQUEST IFS,PERSON,ABS Dev,XSD,BTFG$COM.BTFIN.SRCH_LIST_V1.XSD,PERSON,Unique Avaloq Indentifier for the user for whom the search has been initiated,Direct,,,,,,
IFS,Default,PERSON SEARCH REQUEST IFS,PRIMARY_EMAIL,ABS Dev,XSD,BTFG$COM.BTFIN.SRCH_LIST_V1.XSD,PRIMARY_EMAIL,Primarr email of the user,Direct,,,,,,
IFS,Default,PERSON SEARCH REQUEST IFS,PRIMARY_MOBILE,ABS Dev,XSD,BTFG$COM.BTFIN.SRCH_LIST_V1.XSD,PRIMARY_MOBILE,Primary mobile of the user,Direct,,,,,,
IFS,Default,PERSON SEARCH REQUEST IFS,USER_ROLE_DET,ABS Dev,XSD,BTFG$COM.BTFIN.SRCH_LIST_V1.XSD,USER_ROLE,Based on the user role the values can be picked up from here,Direct,,,,,,
UX Sitemap,Default,PORTFOLIO_MANAGEMENT_FEE_UX,AGGREGATE,Visual Map,Default,BP FEE SCHEDULE - PORTFOLIO MANAGEMENT FEE,AGGREGATE,,Direct,Aggregate fee value,,,,,
UX Sitemap,Default,PORTFOLIO_MANAGEMENT_FEE_UX,BOUND FROM,Visual Map,Default,BP FEE SCHEDULE - PORTFOLIO MANAGEMENT FEE,BOUND FROM,,Direct,Lower dollar boundary for a tier in a sliding fee component       Eg. 0     ,,,,,
UX Sitemap,Default,PORTFOLIO_MANAGEMENT_FEE_UX,BOUND TO,Visual Map,Default,BP FEE SCHEDULE - PORTFOLIO MANAGEMENT FEE,BOUND TO,,Direct,Upper dollar boundary for a tier in a sliding fee component   Eg. 110,,,,,
UX Sitemap,Default,PORTFOLIO_MANAGEMENT_FEE_UX,COST PROFILE,Visual Map,Default,BP FEE SCHEDULE - PORTFOLIO MANAGEMENT FEE,COST PROFILE,,Direct,This element shows the underlying components (cost profile) of a fee.          The underlying components of an investment management fee of a portfolio can have multiple components which are listed below. (Btfg$book_kind cached table)           USER_ID INTL_ID NAME     INVST_MNGT_IM btfg$invst_mngt_im Investment management fee - Invst. mgr.     INVST_MNGT_RE1 btfg$invst_mngt_re1 Investment management fee - Resp. entity 1     INVST_MNGT_RE2 btfg$invst_mngt_re2 Investment management fee - Resp. entity 2          The underlying components of a portfolio management fee of a portfolio can have one component only which is listed below. (Btfg$book_kind cached table)          USER_ID INTL_ID NAME     TMP_MNGT btfg$tmp_mngt Portfolio management fee               ,,,,,
UX Sitemap,Default,PORTFOLIO_MANAGEMENT_FEE_UX,FEE RATE,Visual Map,Default,BP FEE SCHEDULE - PORTFOLIO MANAGEMENT FEE,FEE RATE,,Direct,Fee rate for the tier| e.g. 0.02563 would be 2.563%.          For display purpose| the percentage figure is rounded up to 2 decimal places. In the example| it will be 2.57%.     ,,,,,
UX Sitemap,Default,PORTFOLIO_MANAGEMENT_FEE_UX,FEE TYPE,Visual Map,Default,BP FEE SCHEDULE - PORTFOLIO MANAGEMENT FEE,FEE TYPE,,Direct,This element indicates whether the fee for a portfolio is reported in the section  Investment management fee  or  Portfolio management fee .          Btfg$book_kind (cached table)           USER_ID INTL_ID NAME     INVST_MNGT btfg$invst_mngt Investment management fee     TMP_MNGT btfg$tmp_mngt Portfolio management fee          From business perspective| the fee charged by ready-made portfolio and tailored made portfolio are reported in the section  Investment management fee  and  Portfolio management fee  respectively.          Hence| the UI needs to select the corresponding btfg_master_book_kind_id for reporting fees in the  Investment management fee  and  Portfolio management fee  sections.     ,,,,,
UX Sitemap,Default,PORTFOLIO_MANAGEMENT_FEE_UX,FIXED PERCENTAGE FEE,Visual Map,Default,BP FEE SCHEDULE - PORTFOLIO MANAGEMENT FEE,FIXED PERCENTAGE FEE,,Direct,The existence of tariff_factor path of a btfg$book_kind_id indicates that the fee is a fixed percentage fee for the btfg$book_kind_id.          For each book kind| the tariff_factor and tariff_bnd_list are mutually exclusive.     ,,,,,
UX Sitemap,Default,PORTFOLIO_MANAGEMENT_FEE_UX,IPS ID,Visual Map,Default,BP FEE SCHEDULE - PORTFOLIO MANAGEMENT FEE,IPS ID,,Direct,Nr Field:IPS Id,,,,,
UX Sitemap,Default,PORTFOLIO_MANAGEMENT_FEE_UX,PERCENTAGE VALUE,Visual Map,Default,BP FEE SCHEDULE - PORTFOLIO MANAGEMENT FEE,PERCENTAGE VALUE,,Direct,Fixed % fee rate| e.g. 0.02563 would be 2.563%.          For display purpose| the percentage figure is rounded up to 2 decimal places. In the example| it will be 2.57%.          In the case of an investment management fee of a portfolio| it can have multiple fixed percentage fee profiles. (It cannot be in sliding scale). Hence this element is added up for the same portfolio and same master book kind and then rounded up to 2 decimal places before displaying on UI.          In the case of a portfolio management fee| it can have one fee profile only. Hence there is no need to add this element for the same portfolio and same master book kind. However| the value is still rounded up to 2 decimal places before displaying on UI.     ,,,,,
UX Sitemap,Default,PORTFOLIO_MANAGEMENT_FEE_UX,PORTFOLIO CODE,Visual Map,Default,BP FEE SCHEDULE - PORTFOLIO MANAGEMENT FEE,PORTFOLIO CODE,,Direct,Text Field: Portfolio code,,,,,
UX Sitemap,Default,PORTFOLIO_MANAGEMENT_FEE_UX,PORTFOLIO NAME,Visual Map,Default,BP FEE SCHEDULE - PORTFOLIO MANAGEMENT FEE,PORTFOLIO NAME,,Direct,Text Field: Portfolio name,,,,,
UX Sitemap,Default,PORTFOLIO_MANAGEMENT_FEE_UX,SLIDING SCALE FEE,Visual Map,Default,BP FEE SCHEDULE - PORTFOLIO MANAGEMENT FEE,SLIDING SCALE FEE,,Direct,The existence of tariff_bnd_list path of a btfg$book_kind_id indicates that the fee is a sliding scale fee for the btfg$book_kind_id.          For each book kind| the tariff_factor and tariff_bnd_list are mutually exclusive.     ,,,,,
IFS,Default,POSITION VALUATION,ACCR_REF,ABS Dev,XSD,BTFG$UI_POS_LIST.BP_CONT_ASSETGRP_POS.XSD,ACCR_REF,,Derived,Cash Amount,,,,,
IFS,Default,POSITION VALUATION,AVL_CURR_VAL_REF,ABS Dev,XSD,BTFG$UI_POS_LIST.BP_CONT_ASSETGRP_POS.XSD,AVL_CURR_VAL_REF,,Derived,Current Value,,,,,
IFS,Default,POSITION VALUATION,CURR_PRICE,ABS Dev,XSD,BTFG$UI_POS_LIST.BP_CONT_ASSETGRP_POS.XSD,CURR_PRICE,,Derived,Last Price in Dollars,,,,,
IFS,Default,POSITION VALUATION,CURR_VAL_REF,ABS Dev,XSD,BTFG$UI_POS_LIST.BP_CONT_ASSETGRP_POS.XSD,CURR_VAL_REF,,Derived,Market value in dollars,,,,,
IFS,Default,POSITION VALUATION,EXT_HLD_CODE,ABS Dev,XSD,BTFG$UI_POS_LIST.BP_CONT_ASSETGRP_POS.XSD,EXT_HLD_CODE,,Direct,Holding Code of the Asset,,,,,
IFS,Default,POSITION VALUATION,EXT_HLD_NAME,ABS Dev,XSD,BTFG$UI_POS_LIST.BP_CONT_ASSETGRP_POS.XSD,EXT_HLD_NAME,,Direct,Holding name of the Asset,,,,,
IFS,Default,POSITION VALUATION,HIST_VAL_REF,ABS Dev,XSD,BTFG$UI_POS_LIST.BP_CONT_ASSETGRP_POS.XSD,HIST_VAL_REF,,Derived,Cost Base in dollars,,,,,
IFS,Default,POSITION VALUATION,NEXT_INTR_DATE,ABS Dev,XSD,BTFG$UI_POS_LIST.BP_CONT_ASSETGRP_POS.XSD,NEXT_INTR_DATE,,Derived,Payment Date,,,,,
IFS,Default,POSITION VALUATION,POS_ID,ABS Dev,XSD,BTFG$COM.BTFIN.TRXSVC_TRX_BDL_V1.XSD,POS_ID,,Direct,UI to sum up all the individual property values,,,,,
IFS,Default,POSITION VALUATION,POS_NAME,ABS Dev,XSD,BTFG$UI_POS_LIST.BP_CONT_ASSETGRP_POS.XSD,POS_NAME,,Direct,Cash Asset,,,,,
